Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias
2284,25,prefiero no decirlo,Concepción,50,15,78
2285,20,prefiero no decirlo,Penco,90,48,9
2286,25,femenino,Arauco,6,91,52
2287,18,masculino,Coronel,58,55,6
2288,23,prefiero no decirlo,Penco,42,81,54
2289,21,prefiero no decirlo,Lota,91,41,75
2290,19,prefiero no decirlo,San Pedro,28,81,17
2291,23,prefiero no decirlo,Concepción,21,55,60
2292,20,femenino,Hualpén,99,64,53
2293,18,masculino,Concepción,2,46,95
2294,20,masculino,Lota,43,48,33
2295,24,masculino,Hualpén,42,42,28
2296,23,prefiero no decirlo,Tomé,44,99,94
2297,22,prefiero no decirlo,Penco,19,26,11
2298,22,femenino,Concepción,89,97,86
2299,21,prefiero no decirlo,Concepción,30,78,6
2300,29,prefiero no decirlo,Concepción,6,62,31
2301,18,prefiero no decirlo,Lota,58,23,57
2302,26,masculino,Concepción,35,73,53
2303,24,prefiero no decirlo,Lota,19,77,17
2304,28,prefiero no decirlo,Concepción,67,10,86
2305,26,femenino,Coronel,60,9,72
2306,25,femenino,Arauco,58,84,88
2307,18,prefiero no decirlo,Lota,17,10,79
2308,24,prefiero no decirlo,Penco,36,32,94
2309,20,prefiero no decirlo,Penco,83,14,98
2310,28,femenino,Lota,50,56,81
2311,18,masculino,Coronel,98,47,58
2312,22,masculino,San Pedro,48,9,59
2313,27,prefiero no decirlo,Arauco,76,56,42
2314,29,femenino,Arauco,16,30,78
2315,23,masculino,Arauco,70,98,30
2316,23,prefiero no decirlo,Coronel,49,17,77
2317,21,prefiero no decirlo,Coronel,22,2,18
2318,29,masculino,Hualpén,40,73,47
2319,25,femenino,Hualpén,24,38,11
2320,20,masculino,Arauco,79,87,46
2321,29,masculino,Arauco,2,61,38
2322,21,femenino,San Pedro,78,10,12
2323,18,femenino,San Pedro,29,27,91
2324,29,prefiero no decirlo,Lota,3,60,60
2325,22,prefiero no decirlo,Penco,89,61,32
2326,25,prefiero no decirlo,Tomé,6,12,35
2327,19,femenino,Tomé,74,92,58
2328,20,prefiero no decirlo,Tomé,93,4,67
2329,26,femenino,Coronel,29,30,97
2330,25,femenino,Coronel,71,65,2
2331,26,prefiero no decirlo,Coronel,19,80,95
2332,26,prefiero no decirlo,Hualpén,77,1,32
2333,23,masculino,Concepción,96,53,13
2334,29,femenino,Concepción,60,8,59
2335,25,masculino,Hualpén,26,9,95
2336,21,femenino,Arauco,17,34,33
2337,21,prefiero no decirlo,San Pedro,55,75,99
2338,25,prefiero no decirlo,Tomé,17,41,33
2339,24,femenino,Coronel,93,98,43
2340,19,femenino,Lota,16,32,9
2341,20,femenino,Coronel,40,82,77
2342,29,femenino,Tomé,28,33,61
2343,28,femenino,Penco,50,49,4
2344,22,prefiero no decirlo,Hualpén,72,54,52
2345,18,masculino,Penco,51,38,91
2346,21,prefiero no decirlo,Arauco,48,22,16
2347,24,femenino,Arauco,81,20,91
2348,21,masculino,Tomé,32,68,10
2349,21,prefiero no decirlo,Arauco,46,49,26
2350,26,prefiero no decirlo,Penco,17,31,12
2351,18,masculino,Hualpén,49,39,60
2352,20,masculino,San Pedro,3,64,56
2353,21,prefiero no decirlo,Lota,30,22,63
2354,29,femenino,Coronel,23,22,59
2355,22,prefiero no decirlo,Coronel,18,58,40
2356,22,prefiero no decirlo,Penco,51,73,10
2357,27,prefiero no decirlo,San Pedro,48,25,17
2358,22,femenino,Concepción,29,71,33
2359,24,prefiero no decirlo,Hualpén,72,6,56
2360,26,femenino,Tomé,99,49,18
2361,29,femenino,Arauco,26,78,48
2362,29,prefiero no decirlo,Arauco,24,57,70
2363,26,prefiero no decirlo,Concepción,99,15,33
2364,25,femenino,Tomé,96,32,54
2365,29,prefiero no decirlo,Lota,89,28,72
2366,19,prefiero no decirlo,Hualpén,34,41,1
2367,22,prefiero no decirlo,Arauco,7,55,78
2368,27,prefiero no decirlo,Penco,13,14,85
2369,19,femenino,San Pedro,71,74,93
2370,19,femenino,Arauco,37,80,36
2371,23,masculino,San Pedro,45,54,67
2372,20,masculino,San Pedro,49,46,67
2373,19,femenino,Hualpén,14,36,8
2374,19,prefiero no decirlo,Concepción,45,88,43
2375,27,prefiero no decirlo,Coronel,81,76,8
2376,25,prefiero no decirlo,San Pedro,37,21,45
2377,27,femenino,Lota,55,76,16
2378,20,femenino,Penco,36,83,84
2379,27,masculino,Concepción,25,93,25
2380,25,prefiero no decirlo,Tomé,23,48,90
2381,18,prefiero no decirlo,Coronel,42,49,86
2382,19,femenino,Coronel,53,31,68
2383,23,prefiero no decirlo,Penco,5,86,71
2384,29,masculino,Lota,15,11,95
2385,27,masculino,Coronel,77,68,89
2386,27,masculino,Coronel,56,97,42
2387,19,prefiero no decirlo,Tomé,95,90,76
2388,18,masculino,San Pedro,41,80,29
2389,19,femenino,Lota,13,67,16
2390,28,prefiero no decirlo,Arauco,6,63,53
2391,19,masculino,San Pedro,61,11,17
2392,18,masculino,Penco,72,10,94
2393,20,prefiero no decirlo,Concepción,44,90,61
2394,25,prefiero no decirlo,Concepción,41,7,36
2395,26,masculino,Coronel,62,1,4
2396,27,masculino,Penco,87,14,67
2397,18,femenino,Tomé,40,97,45
2398,29,masculino,Lota,6,37,3
2399,18,femenino,Hualpén,1,70,34
2400,25,femenino,Lota,24,73,59
2401,22,prefiero no decirlo,Lota,66,56,90
2402,22,prefiero no decirlo,Concepción,97,29,85
2403,18,femenino,Lota,6,79,2
2404,29,prefiero no decirlo,Concepción,39,3,14
2405,28,masculino,Hualpén,37,92,74
2406,29,masculino,San Pedro,2,94,22
2407,26,masculino,Tomé,14,57,57
2408,26,femenino,Lota,51,37,24
2409,21,prefiero no decirlo,Lota,32,94,94
2410,21,femenino,Penco,35,83,14
2411,28,femenino,Tomé,69,91,29
2412,21,femenino,Arauco,31,89,74
2413,29,masculino,Arauco,84,65,87
2414,22,masculino,Concepción,59,86,53
2415,19,masculino,Arauco,54,83,42
2416,18,femenino,Penco,83,39,72
2417,28,prefiero no decirlo,Hualpén,45,98,39
2418,28,femenino,Lota,86,17,6
2419,22,prefiero no decirlo,Penco,42,54,63
2420,20,prefiero no decirlo,Tomé,27,77,77
2421,25,femenino,Penco,1,47,40
2422,21,femenino,San Pedro,46,8,73
2423,18,prefiero no decirlo,Hualpén,67,63,2
2424,25,masculino,Concepción,53,32,22
2425,22,femenino,Hualpén,24,21,87
2426,24,masculino,Arauco,83,50,15
2427,29,prefiero no decirlo,Concepción,15,77,98
2428,27,femenino,Coronel,12,17,62
2429,24,prefiero no decirlo,Coronel,16,57,35
2430,20,masculino,Hualpén,6,41,5
2431,28,prefiero no decirlo,Coronel,40,80,7
2432,26,femenino,Coronel,58,93,89
2433,29,femenino,Tomé,57,89,24
2434,18,prefiero no decirlo,Arauco,84,39,80
2435,27,prefiero no decirlo,Penco,57,7,9
2436,27,femenino,Tomé,61,95,66
2437,20,prefiero no decirlo,Concepción,40,41,11
2438,27,masculino,Concepción,74,32,57
2439,26,femenino,San Pedro,7,73,65
2440,21,femenino,Arauco,81,32,63
2441,22,prefiero no decirlo,Concepción,51,41,2
2442,18,prefiero no decirlo,Coronel,86,87,6
2443,24,masculino,Tomé,72,81,14
2444,20,prefiero no decirlo,Tomé,61,24,89
2445,29,prefiero no decirlo,Arauco,44,30,11
2446,29,masculino,Penco,43,68,69
2447,21,femenino,Coronel,78,63,97
2448,19,masculino,Hualpén,32,33,13
2449,20,masculino,Penco,59,54,54
2450,23,prefiero no decirlo,Tomé,42,48,35
2451,21,femenino,Concepción,63,81,41
2452,25,masculino,Hualpén,73,43,89
2453,19,femenino,Penco,64,77,3
2454,24,masculino,Penco,8,75,20
2455,27,masculino,Concepción,97,18,9
2456,24,prefiero no decirlo,San Pedro,78,88,21
2457,20,femenino,San Pedro,66,15,22
2458,26,femenino,Concepción,98,89,60
2459,23,masculino,Lota,18,42,85
2460,26,prefiero no decirlo,Concepción,61,42,1
2461,27,masculino,Coronel,20,68,56
2462,27,masculino,Coronel,47,17,70
2463,20,prefiero no decirlo,Penco,53,91,63
2464,29,femenino,Lota,19,49,50
2465,20,masculino,Hualpén,36,1,50
2466,25,masculino,Lota,74,95,79
2467,20,masculino,Coronel,20,72,41
2468,24,prefiero no decirlo,Hualpén,28,15,16
2469,18,prefiero no decirlo,San Pedro,66,48,69
2470,21,masculino,Concepción,9,50,48
2471,23,masculino,Penco,36,66,93
2472,24,prefiero no decirlo,Lota,98,23,27
2473,19,prefiero no decirlo,San Pedro,49,94,90
2474,28,masculino,Hualpén,15,65,93
2475,23,femenino,Lota,69,99,40
2476,27,masculino,Arauco,26,81,89
2477,21,masculino,Penco,38,38,81
2478,20,femenino,Penco,84,73,53
2479,18,masculino,San Pedro,27,96,18
2480,21,prefiero no decirlo,Concepción,28,3,10
2481,21,femenino,Concepción,58,89,90
2482,24,femenino,Lota,39,63,5
2483,25,femenino,Coronel,4,84,27
2484,21,masculino,Penco,5,74,36
2485,19,femenino,Coronel,58,22,46
2486,19,masculino,San Pedro,11,26,97
2487,18,prefiero no decirlo,Coronel,45,62,49
2488,29,prefiero no decirlo,Concepción,26,60,18
2489,27,prefiero no decirlo,Lota,54,44,85
2490,28,masculino,Hualpén,53,15,96
2491,25,masculino,Lota,73,23,88
2492,23,femenino,Lota,32,23,5
2493,21,femenino,Penco,65,8,93
2494,19,prefiero no decirlo,Lota,57,37,43
2495,24,masculino,Concepción,46,78,83
2496,29,prefiero no decirlo,Lota,1,39,91
2497,29,masculino,Lota,48,19,53
2498,24,femenino,Tomé,83,29,83
2499,23,femenino,Tomé,11,38,43
2500,18,masculino,Hualpén,82,57,89
2501,26,masculino,Concepción,5,66,13
2502,26,masculino,Arauco,40,52,86
2503,22,masculino,San Pedro,7,55,69
2504,25,masculino,Arauco,66,7,37
2505,18,prefiero no decirlo,San Pedro,6,21,12
2506,18,prefiero no decirlo,Arauco,42,41,65
2507,19,prefiero no decirlo,Concepción,47,95,21
2508,24,femenino,Hualpén,43,53,96
2509,25,masculino,Hualpén,75,14,65
2510,29,femenino,Hualpén,95,89,83
2511,23,femenino,Lota,71,8,40
2512,24,prefiero no decirlo,San Pedro,66,57,97
2513,23,femenino,Hualpén,61,24,64
2514,22,masculino,Lota,83,10,49
2515,18,prefiero no decirlo,Arauco,5,78,83
2516,18,masculino,Arauco,88,41,16
2517,28,prefiero no decirlo,Arauco,30,1,55
2518,19,prefiero no decirlo,Lota,61,28,90
2519,26,prefiero no decirlo,Hualpén,27,80,33
2520,26,masculino,San Pedro,45,90,95
2521,19,prefiero no decirlo,Arauco,19,27,52
2522,23,prefiero no decirlo,Hualpén,95,88,24
2523,29,femenino,Coronel,52,14,19
2524,26,femenino,San Pedro,9,75,79
2525,26,femenino,Coronel,89,38,99
2526,21,prefiero no decirlo,Coronel,77,82,12
2527,25,femenino,Tomé,80,53,54
2528,24,femenino,Penco,42,13,37
2529,23,masculino,San Pedro,28,63,92
2530,28,femenino,San Pedro,47,46,16
2531,24,masculino,Arauco,78,83,92
2532,22,masculino,Arauco,70,1,22
2533,28,prefiero no decirlo,Hualpén,44,86,21
2534,20,prefiero no decirlo,Concepción,53,35,38
2535,29,femenino,Coronel,38,97,30
2536,26,masculino,Tomé,35,65,79
2537,23,prefiero no decirlo,Arauco,53,4,98
2538,26,masculino,Concepción,50,43,23
2539,28,masculino,Coronel,58,30,8
2540,26,femenino,San Pedro,73,50,46
2541,18,masculino,Concepción,38,96,96
2542,23,femenino,Hualpén,68,65,42
2543,18,prefiero no decirlo,Coronel,66,96,35
2544,26,masculino,Penco,30,45,95
2545,21,prefiero no decirlo,Penco,27,98,86
2546,26,prefiero no decirlo,Concepción,18,31,71
2547,29,femenino,Concepción,67,37,59
2548,23,femenino,Coronel,92,56,43
2549,27,femenino,Arauco,80,73,32
2550,26,femenino,Lota,68,90,82
2551,22,femenino,Concepción,62,50,14
2552,19,masculino,Tomé,86,90,32
2553,24,prefiero no decirlo,San Pedro,74,67,81
2554,22,masculino,Coronel,21,56,39
2555,23,femenino,Tomé,31,93,60
2556,21,femenino,Concepción,79,3,69
2557,26,prefiero no decirlo,Hualpén,91,37,37
2558,20,femenino,Hualpén,73,79,60
2559,18,masculino,Hualpén,11,93,80
2560,20,masculino,Penco,75,51,71
2561,28,prefiero no decirlo,Penco,5,43,18
2562,20,prefiero no decirlo,Tomé,57,91,72
2563,20,femenino,Coronel,1,92,73
2564,22,masculino,Penco,84,52,5
2565,20,femenino,Penco,21,98,72
2566,28,femenino,Lota,53,83,32
2567,18,prefiero no decirlo,Tomé,54,20,25
2568,24,prefiero no decirlo,Hualpén,93,2,6
2569,19,masculino,San Pedro,18,14,84
2570,29,masculino,Penco,51,20,94
2571,20,prefiero no decirlo,Concepción,94,66,61
2572,25,masculino,Concepción,98,21,79
2573,24,femenino,Lota,12,64,4
2574,18,masculino,Coronel,15,46,10
2575,21,prefiero no decirlo,Coronel,68,31,88
2576,18,femenino,Hualpén,71,30,41
2577,21,prefiero no decirlo,Hualpén,28,23,83
2578,18,prefiero no decirlo,Arauco,47,68,62
2579,24,femenino,Hualpén,78,22,60
2580,28,masculino,Coronel,36,5,38
2581,29,femenino,Lota,90,54,14
2582,27,masculino,Hualpén,37,93,14
2583,26,femenino,Arauco,7,75,50
2584,20,masculino,San Pedro,76,41,83
2585,19,masculino,San Pedro,25,10,78
2586,18,femenino,Concepción,62,90,6
2587,28,femenino,Tomé,4,49,74
2588,25,prefiero no decirlo,Penco,95,93,75
2589,19,femenino,Concepción,49,88,47
2590,22,prefiero no decirlo,Arauco,67,96,13
2591,27,masculino,Hualpén,34,49,33
2592,24,masculino,Penco,61,74,26
2593,28,prefiero no decirlo,Penco,40,34,48
2594,27,masculino,Lota,38,95,79
2595,20,femenino,Lota,27,90,40
2596,25,masculino,Hualpén,45,46,68
2597,28,masculino,San Pedro,32,32,83
2598,18,masculino,Lota,3,80,35
2599,27,prefiero no decirlo,Concepción,59,46,96
2600,18,femenino,Coronel,72,66,19
2601,28,femenino,Concepción,43,6,79
2602,27,prefiero no decirlo,Arauco,97,40,59
2603,25,femenino,Concepción,18,18,26
2604,29,masculino,Hualpén,5,51,72
2605,29,prefiero no decirlo,Coronel,56,43,76
2606,28,masculino,Concepción,24,97,91
2607,27,femenino,Hualpén,37,8,10
2608,25,masculino,Penco,87,72,11
2609,23,prefiero no decirlo,Hualpén,80,48,33
2610,20,prefiero no decirlo,Coronel,69,82,49
2611,28,femenino,Lota,58,12,10
2612,27,masculino,Hualpén,30,9,79
2613,22,masculino,Coronel,38,60,56
2614,18,femenino,San Pedro,4,31,22
2615,26,femenino,Arauco,35,64,79
2616,18,femenino,San Pedro,33,92,68
2617,22,femenino,San Pedro,94,81,80
2618,18,femenino,Coronel,26,45,26
2619,27,femenino,Arauco,56,95,17
2620,20,femenino,Hualpén,99,15,70
2621,28,masculino,Concepción,67,34,12
2622,23,prefiero no decirlo,Tomé,98,98,72
2623,26,femenino,Concepción,89,98,43
2624,24,masculino,Concepción,83,44,3
2625,27,femenino,Hualpén,21,47,81
2626,23,femenino,San Pedro,44,60,17
2627,26,masculino,Lota,95,21,22
2628,23,masculino,Lota,26,42,31
2629,20,prefiero no decirlo,San Pedro,98,39,32
2630,26,prefiero no decirlo,Arauco,34,97,32
2631,25,prefiero no decirlo,Lota,33,84,5
2632,21,masculino,Hualpén,78,43,57
2633,18,prefiero no decirlo,Arauco,73,9,59
2634,21,masculino,Lota,27,67,47
2635,29,femenino,Arauco,78,24,63
2636,24,prefiero no decirlo,Tomé,6,17,89
2637,18,femenino,Arauco,66,39,20
2638,18,femenino,Arauco,91,2,82
2639,22,masculino,Coronel,41,72,30
2640,19,masculino,Coronel,17,25,2
2641,22,femenino,Arauco,53,59,51
2642,24,masculino,Penco,30,19,21
2643,26,femenino,Penco,80,2,74
2644,23,prefiero no decirlo,Lota,82,28,41
2645,26,prefiero no decirlo,Hualpén,75,83,42
2646,26,femenino,San Pedro,32,5,79
2647,22,prefiero no decirlo,San Pedro,72,74,7
2648,22,masculino,Hualpén,19,39,64
2649,21,femenino,Tomé,90,99,38
2650,21,masculino,Hualpén,7,82,67
2651,22,masculino,Concepción,65,67,11
2652,19,femenino,Lota,86,77,22
2653,22,masculino,Lota,91,82,36
2654,20,femenino,San Pedro,77,67,14
2655,19,prefiero no decirlo,San Pedro,79,22,73
2656,20,femenino,Lota,71,26,57
2657,21,prefiero no decirlo,Hualpén,4,88,45
2658,18,masculino,Lota,5,99,12
2659,20,femenino,Hualpén,86,93,48
2660,19,prefiero no decirlo,Coronel,65,3,28
2661,29,femenino,San Pedro,65,79,40
2662,24,prefiero no decirlo,Tomé,63,68,62
2663,28,femenino,Hualpén,33,46,52
2664,22,masculino,San Pedro,91,54,65
2665,19,prefiero no decirlo,San Pedro,70,63,61
2666,26,masculino,Lota,95,27,61
2667,25,femenino,San Pedro,92,39,63
2668,20,femenino,Tomé,59,85,55
2669,28,masculino,Arauco,58,80,1
2670,27,prefiero no decirlo,Concepción,96,87,30
2671,21,femenino,Coronel,18,90,53
2672,20,prefiero no decirlo,Arauco,11,27,29
2673,18,prefiero no decirlo,Arauco,63,47,84
2674,19,prefiero no decirlo,Arauco,59,66,26
2675,21,femenino,Penco,28,64,21
2676,21,femenino,Lota,4,7,34
2677,26,masculino,Hualpén,5,95,83
2678,28,masculino,Hualpén,90,35,4
2679,20,masculino,San Pedro,32,98,90
2680,20,prefiero no decirlo,San Pedro,95,23,22
2681,29,masculino,Penco,31,28,4
2682,23,masculino,Concepción,68,60,58
2683,25,prefiero no decirlo,Hualpén,73,16,18
2684,29,masculino,Arauco,83,71,7
2685,28,masculino,San Pedro,50,35,51
2686,29,prefiero no decirlo,Coronel,37,18,82
2687,20,femenino,Hualpén,21,93,72
2688,23,femenino,Tomé,61,53,20
2689,25,femenino,Penco,88,54,62
2690,24,masculino,San Pedro,54,44,55
2691,28,femenino,San Pedro,28,49,29
2692,28,masculino,Lota,93,47,47
2693,24,femenino,Tomé,71,7,11
2694,26,masculino,Coronel,84,11,42
2695,18,prefiero no decirlo,Arauco,83,33,63
2696,23,masculino,Arauco,23,22,28
2697,22,masculino,Tomé,81,66,23
2698,21,masculino,Tomé,57,13,13
2699,23,prefiero no decirlo,Hualpén,35,57,68
2700,29,masculino,Lota,17,72,34
2701,27,masculino,Lota,47,90,32
2702,25,masculino,San Pedro,17,2,97
2703,21,masculino,Penco,57,38,56
2704,28,femenino,Arauco,43,86,19
2705,29,prefiero no decirlo,San Pedro,82,63,81
2706,25,femenino,Tomé,43,58,26
2707,22,masculino,San Pedro,18,69,78
2708,19,masculino,Hualpén,78,83,19
2709,21,femenino,Tomé,27,80,8
2710,19,femenino,Lota,92,97,24
2711,20,masculino,Hualpén,19,2,56
2712,22,masculino,Lota,52,53,43
2713,21,masculino,Hualpén,50,80,63
2714,27,prefiero no decirlo,Tomé,6,19,80
2715,24,femenino,San Pedro,29,69,56
2716,18,femenino,Arauco,56,94,16
2717,27,masculino,Coronel,58,45,45
2718,27,masculino,Lota,57,70,33
2719,26,femenino,Tomé,60,21,19
2720,28,prefiero no decirlo,Concepción,55,35,10
2721,22,femenino,Lota,53,86,69
2722,21,prefiero no decirlo,Arauco,36,6,84
2723,29,prefiero no decirlo,Arauco,35,1,28
2724,25,femenino,Coronel,26,82,63
2725,28,masculino,Tomé,3,87,20
2726,27,femenino,Lota,48,65,21
2727,20,prefiero no decirlo,Penco,85,97,22
2728,19,masculino,Coronel,87,5,80
2729,23,masculino,Tomé,85,82,56
2730,28,femenino,Concepción,30,38,44
2731,22,prefiero no decirlo,Hualpén,51,90,66
2732,29,prefiero no decirlo,Hualpén,89,27,95
2733,20,prefiero no decirlo,Penco,36,11,60
2734,25,prefiero no decirlo,Arauco,58,46,47
2735,20,prefiero no decirlo,Coronel,95,51,28
2736,18,masculino,Hualpén,71,84,24
2737,20,masculino,Hualpén,89,91,20
2738,23,masculino,San Pedro,95,51,13
2739,22,prefiero no decirlo,Concepción,48,94,90
2740,27,prefiero no decirlo,Penco,12,1,18
2741,18,masculino,San Pedro,10,84,64
2742,19,masculino,Tomé,60,43,43
2743,26,masculino,Penco,53,66,31
2744,26,femenino,Tomé,58,49,21
2745,29,prefiero no decirlo,Concepción,41,10,71
2746,19,masculino,Penco,78,82,84
2747,28,femenino,Lota,17,91,30
2748,22,masculino,Lota,88,12,69
2749,24,femenino,Arauco,49,57,84
2750,23,prefiero no decirlo,Coronel,50,22,4
2751,25,masculino,Penco,88,64,60
2752,22,prefiero no decirlo,Tomé,13,55,54
2753,21,prefiero no decirlo,Tomé,74,84,72
2754,29,prefiero no decirlo,Coronel,74,95,58
2755,25,prefiero no decirlo,Hualpén,59,39,46
2756,23,masculino,Arauco,15,89,92
2757,26,femenino,Concepción,13,95,7
2758,23,prefiero no decirlo,San Pedro,25,48,26
2759,21,prefiero no decirlo,Coronel,22,66,81
2760,22,femenino,Concepción,64,20,43
2761,27,prefiero no decirlo,Arauco,36,33,46
2762,27,masculino,Coronel,15,46,31
2763,28,masculino,Hualpén,47,25,7
2764,25,femenino,Hualpén,43,58,20
2765,23,femenino,Hualpén,42,13,67
2766,18,femenino,Concepción,94,84,29
2767,27,femenino,Tomé,97,69,98
2768,29,masculino,Coronel,91,38,76
2769,26,prefiero no decirlo,Lota,41,72,65
2770,27,prefiero no decirlo,Hualpén,4,75,62
2771,20,prefiero no decirlo,Hualpén,77,58,96
2772,20,masculino,Hualpén,82,93,50
2773,28,femenino,Penco,65,92,62
2774,24,femenino,Tomé,37,10,46
2775,25,femenino,Lota,96,15,7
2776,23,masculino,Penco,31,91,53
2777,24,femenino,San Pedro,79,30,55
2778,19,prefiero no decirlo,Tomé,89,51,93
2779,20,prefiero no decirlo,Hualpén,69,77,48
2780,27,prefiero no decirlo,Lota,89,19,41
2781,19,prefiero no decirlo,Coronel,91,13,87
2782,22,masculino,San Pedro,98,45,36
2783,27,masculino,Penco,96,91,39
2784,27,masculino,Tomé,53,57,17
2785,19,femenino,Arauco,39,19,6
2786,19,femenino,Penco,36,57,3
2787,27,prefiero no decirlo,Tomé,11,30,20
2788,25,femenino,Tomé,7,27,12
2789,26,femenino,Lota,53,36,97
2790,29,masculino,Hualpén,81,63,29
2791,22,femenino,Coronel,51,98,5
2792,20,masculino,Lota,1,55,74
2793,27,prefiero no decirlo,Lota,24,78,7
2794,24,femenino,Arauco,29,87,58
2795,26,prefiero no decirlo,Tomé,85,53,77
2796,29,femenino,San Pedro,27,79,12
2797,25,prefiero no decirlo,Arauco,26,5,94
2798,22,femenino,San Pedro,18,6,38
2799,29,prefiero no decirlo,San Pedro,39,3,26
2800,23,masculino,Lota,55,2,17
2801,23,masculino,Hualpén,53,30,88
2802,29,prefiero no decirlo,Concepción,4,28,20
2803,26,femenino,Lota,97,7,20
2804,28,prefiero no decirlo,Penco,4,35,40
2805,27,masculino,Penco,33,15,81
2806,24,prefiero no decirlo,Penco,97,73,30
2807,24,prefiero no decirlo,Penco,40,53,47
2808,18,masculino,Hualpén,96,17,69
2809,20,masculino,Arauco,53,67,47
2810,24,masculino,Arauco,68,82,47
2811,23,femenino,Coronel,55,21,44
2812,28,prefiero no decirlo,Hualpén,45,11,50
2813,23,masculino,Lota,93,17,27
2814,18,masculino,Lota,45,46,62
2815,22,prefiero no decirlo,San Pedro,23,54,19
2816,27,prefiero no decirlo,Coronel,75,85,40
2817,19,masculino,Arauco,37,90,4
2818,18,prefiero no decirlo,Coronel,78,95,7
2819,22,femenino,Penco,50,56,35
2820,21,prefiero no decirlo,Tomé,18,83,89
2821,22,masculino,Hualpén,57,75,11
2822,24,masculino,Arauco,97,43,69
2823,27,masculino,Arauco,13,84,97
2824,22,masculino,Concepción,91,69,74
2825,21,prefiero no decirlo,Lota,17,9,87
2826,26,femenino,Penco,17,57,64
2827,21,masculino,Lota,87,14,18
2828,18,femenino,Concepción,41,87,28
2829,21,masculino,Hualpén,57,40,56
2830,23,masculino,Arauco,96,55,23
2831,28,femenino,Hualpén,14,18,15
2832,19,prefiero no decirlo,Tomé,95,96,54
2833,23,masculino,Concepción,76,17,75
2834,26,masculino,Penco,1,74,25
2835,21,femenino,Hualpén,35,34,82
2836,25,femenino,Lota,78,92,74
2837,19,masculino,San Pedro,2,28,54
2838,21,masculino,San Pedro,89,90,51
2839,24,prefiero no decirlo,Lota,98,52,93
2840,28,prefiero no decirlo,Coronel,94,79,14
2841,28,femenino,San Pedro,86,35,87
2842,24,prefiero no decirlo,Coronel,81,35,75
2843,21,femenino,Tomé,12,63,62
2844,25,femenino,San Pedro,88,38,63
2845,28,femenino,Tomé,11,49,64
2846,22,masculino,Coronel,14,99,3
2847,18,femenino,Lota,66,65,95
2848,24,masculino,San Pedro,19,61,14
2849,24,masculino,Hualpén,34,4,66
2850,22,masculino,Arauco,49,79,50
2851,22,masculino,Lota,82,60,86
2852,21,masculino,Penco,71,14,26
2853,23,prefiero no decirlo,Hualpén,82,94,57
2854,24,masculino,Coronel,22,40,65
2855,27,masculino,Penco,62,86,54
2856,20,femenino,Tomé,29,70,62
2857,29,masculino,Coronel,16,63,19
2858,21,masculino,Hualpén,6,4,66
2859,18,femenino,Lota,36,42,32
2860,20,prefiero no decirlo,Arauco,58,56,22
2861,18,prefiero no decirlo,Tomé,17,11,93
2862,26,femenino,Hualpén,78,96,14
2863,20,masculino,Arauco,16,5,80
2864,24,prefiero no decirlo,Coronel,78,78,21
2865,29,masculino,Coronel,82,77,79
2866,20,masculino,Penco,70,42,84
2867,20,masculino,Hualpén,49,27,40
2868,27,femenino,Concepción,41,99,91
2869,29,prefiero no decirlo,Lota,6,73,86
2870,26,prefiero no decirlo,Concepción,30,62,74
2871,29,femenino,San Pedro,12,38,29
2872,20,femenino,Lota,62,16,65
2873,24,masculino,San Pedro,99,58,7
2874,22,prefiero no decirlo,Arauco,51,49,76
2875,18,femenino,Arauco,45,67,93
2876,28,masculino,Penco,41,73,70
2877,21,femenino,Coronel,32,34,21
2878,21,masculino,Penco,18,20,17
2879,19,femenino,Coronel,56,83,30
2880,21,femenino,Arauco,35,44,54
2881,25,femenino,Penco,36,31,14
2882,26,masculino,Tomé,86,53,8
2883,29,masculino,Concepción,66,63,21
2884,27,femenino,Concepción,67,72,32
2885,24,masculino,Penco,11,23,29
2886,26,masculino,Lota,23,91,13
2887,22,femenino,Hualpén,53,17,67
2888,18,masculino,Concepción,87,37,60
2889,18,masculino,Coronel,33,44,33
2890,27,femenino,Lota,97,14,66
2891,26,prefiero no decirlo,Coronel,28,95,83
2892,21,prefiero no decirlo,Arauco,27,98,80
2893,19,femenino,San Pedro,97,26,88
2894,21,masculino,Coronel,70,4,92
2895,25,prefiero no decirlo,Arauco,7,72,63
2896,18,femenino,San Pedro,66,25,96
2897,19,prefiero no decirlo,San Pedro,62,2,69
2898,19,femenino,Hualpén,43,90,50
2899,22,femenino,Arauco,87,62,78
2900,21,femenino,Lota,68,79,33
2901,22,femenino,San Pedro,81,42,64
2902,23,femenino,Hualpén,12,26,62
2903,19,masculino,Penco,5,74,40
2904,21,masculino,San Pedro,90,36,57
2905,23,masculino,Hualpén,7,48,43
2906,24,femenino,Tomé,93,93,98
2907,18,prefiero no decirlo,Concepción,19,85,43
2908,25,prefiero no decirlo,Coronel,36,71,39
2909,21,masculino,Tomé,70,90,91
2910,28,femenino,Penco,31,40,61
2911,28,femenino,Concepción,42,96,4
2912,28,prefiero no decirlo,Tomé,89,92,38
2913,27,prefiero no decirlo,Tomé,67,9,8
2914,21,masculino,Arauco,64,27,82
2915,29,prefiero no decirlo,Lota,63,67,42
2916,27,femenino,Hualpén,42,80,67
2917,29,femenino,Lota,98,7,92
