Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias,Promedio_Notas,Rango_Edad
1793,21,femenino,San Pedro,50,18,25,31,menor a 25
1794,23,femenino,Arauco,81,82,68,77,menor a 25
1795,22,femenino,Penco,73,8,84,55,menor a 25
1796,23,masculino,Penco,43,33,14,30,menor a 25
1797,24,femenino,Lota,8,96,64,56,menor a 25
1798,23,masculino,Concepción,80,7,64,50,menor a 25
1799,25,prefiero no decirlo,Tomé,41,28,12,27,menor a 25
1800,27,masculino,Tomé,85,36,16,46,mayor de 25
1801,28,femenino,San Pedro,29,95,85,70,mayor de 25
1802,18,femenino,San Pedro,8,90,58,52,menor a 25
1803,28,prefiero no decirlo,Coronel,61,18,99,59,mayor de 25
1804,21,prefiero no decirlo,Penco,96,10,80,62,menor a 25
1805,23,masculino,Coronel,45,55,52,51,menor a 25
1806,29,femenino,San Pedro,28,78,18,41,mayor de 25
1807,21,masculino,Arauco,1,58,59,39,menor a 25
1808,19,prefiero no decirlo,Arauco,10,12,64,29,menor a 25
1809,21,prefiero no decirlo,Concepción,49,14,10,24,menor a 25
1810,20,prefiero no decirlo,Tomé,97,13,25,45,menor a 25
1811,25,prefiero no decirlo,Hualpén,7,61,76,48,menor a 25
1812,27,femenino,Concepción,10,3,27,13,mayor de 25
1813,27,masculino,Coronel,85,29,12,42,mayor de 25
1814,25,masculino,Lota,81,52,81,71,menor a 25
1815,24,masculino,Coronel,69,3,71,48,menor a 25
1816,18,femenino,Penco,10,30,50,30,menor a 25
1817,19,masculino,Arauco,45,62,54,54,menor a 25
1818,27,prefiero no decirlo,Hualpén,36,66,58,53,mayor de 25
1819,27,prefiero no decirlo,Concepción,47,59,9,38,mayor de 25
1820,25,masculino,Lota,81,26,23,43,menor a 25
1821,29,masculino,Lota,66,39,6,37,mayor de 25
1822,26,prefiero no decirlo,Arauco,14,60,89,54,mayor de 25
1823,21,prefiero no decirlo,Arauco,78,41,99,73,menor a 25
1824,23,femenino,Penco,48,53,17,39,menor a 25
1825,22,masculino,San Pedro,74,28,44,49,menor a 25
1826,27,masculino,Penco,97,78,82,86,mayor de 25
1827,18,prefiero no decirlo,Coronel,62,43,3,36,menor a 25
1828,28,prefiero no decirlo,Concepción,44,31,98,58,mayor de 25
1829,24,masculino,Arauco,76,41,18,45,menor a 25
1830,29,femenino,Penco,49,27,10,29,mayor de 25
1831,22,femenino,Hualpén,72,33,68,58,menor a 25
1832,21,prefiero no decirlo,Tomé,44,16,92,51,menor a 25
1833,28,masculino,Concepción,55,90,35,60,mayor de 25
1834,24,prefiero no decirlo,Penco,79,29,29,46,menor a 25
1835,26,masculino,Concepción,92,21,10,41,mayor de 25
1836,21,femenino,Tomé,15,75,18,36,menor a 25
1837,21,femenino,Arauco,11,9,84,35,menor a 25
1838,25,femenino,San Pedro,98,78,45,74,menor a 25
1839,29,prefiero no decirlo,Penco,97,97,84,93,mayor de 25
1840,27,femenino,Tomé,9,20,54,28,mayor de 25
1841,21,prefiero no decirlo,Lota,61,9,6,25,menor a 25
1842,25,masculino,Lota,69,83,91,81,menor a 25
1843,22,prefiero no decirlo,Penco,33,67,80,60,menor a 25
1844,23,masculino,San Pedro,17,38,54,36,menor a 25
1845,25,femenino,Tomé,29,82,82,64,menor a 25
1846,20,femenino,Lota,79,6,45,43,menor a 25
1847,26,masculino,Arauco,67,19,94,60,mayor de 25
1848,22,prefiero no decirlo,Tomé,88,74,35,66,menor a 25
1849,23,femenino,Lota,63,58,31,51,menor a 25
1850,27,masculino,Concepción,27,12,14,18,mayor de 25
1851,18,prefiero no decirlo,Arauco,69,98,39,69,menor a 25
1852,20,prefiero no decirlo,San Pedro,23,81,67,57,menor a 25
1853,27,masculino,Hualpén,28,86,38,51,mayor de 25
1854,28,prefiero no decirlo,Lota,42,54,39,45,mayor de 25
1855,19,femenino,Lota,6,62,21,30,menor a 25
1856,27,femenino,Penco,39,28,39,35,mayor de 25
1857,22,masculino,San Pedro,73,2,93,56,menor a 25
1858,21,prefiero no decirlo,Penco,71,69,83,74,menor a 25
1859,20,prefiero no decirlo,Arauco,49,77,70,65,menor a 25
1860,20,masculino,Concepción,23,41,24,29,menor a 25
1861,29,prefiero no decirlo,Concepción,61,25,72,53,mayor de 25
1862,19,prefiero no decirlo,Concepción,44,66,34,48,menor a 25
1863,28,prefiero no decirlo,Concepción,47,50,31,43,mayor de 25
1864,29,masculino,Hualpén,24,35,42,34,mayor de 25
1865,23,prefiero no decirlo,San Pedro,98,64,60,74,menor a 25
1866,21,prefiero no decirlo,Penco,36,11,7,18,menor a 25
1867,27,masculino,Hualpén,73,35,76,61,mayor de 25
1868,28,femenino,San Pedro,4,44,20,23,mayor de 25
1869,28,femenino,Arauco,83,95,50,76,mayor de 25
1870,28,prefiero no decirlo,Coronel,72,16,22,37,mayor de 25
1871,18,prefiero no decirlo,Arauco,73,45,45,54,menor a 25
1872,23,femenino,San Pedro,29,41,26,32,menor a 25
1873,24,masculino,Concepción,67,30,46,48,menor a 25
1874,24,femenino,Penco,51,36,19,35,menor a 25
1875,21,masculino,Lota,16,66,99,60,menor a 25
1876,21,masculino,Hualpén,80,18,4,34,menor a 25
1877,23,prefiero no decirlo,Hualpén,69,11,44,41,menor a 25
1878,20,prefiero no decirlo,Concepción,83,84,20,62,menor a 25
1879,25,femenino,Penco,30,84,70,61,menor a 25
1880,23,femenino,Lota,98,3,56,52,menor a 25
1881,21,prefiero no decirlo,Coronel,43,55,2,33,menor a 25
1882,20,masculino,Hualpén,4,14,11,10,menor a 25
1883,23,femenino,Hualpén,11,61,53,42,menor a 25
1884,24,prefiero no decirlo,Hualpén,2,84,10,32,menor a 25
1885,22,prefiero no decirlo,San Pedro,49,61,15,42,menor a 25
1886,29,masculino,San Pedro,95,95,99,96,mayor de 25
1887,20,femenino,Lota,11,54,34,33,menor a 25
1888,28,masculino,Penco,38,60,56,51,mayor de 25
1889,27,femenino,Tomé,46,4,28,26,mayor de 25
1890,21,femenino,Lota,30,58,33,40,menor a 25
1891,25,femenino,Penco,81,92,85,86,menor a 25
1892,22,prefiero no decirlo,Arauco,43,7,72,41,menor a 25
1893,25,masculino,Tomé,86,97,31,71,menor a 25
1894,18,prefiero no decirlo,Lota,52,22,32,35,menor a 25
1895,25,masculino,Lota,55,23,99,59,menor a 25
1896,19,femenino,Concepción,9,76,13,33,menor a 25
1897,27,femenino,Concepción,82,65,52,66,mayor de 25
1898,29,femenino,Lota,53,23,73,50,mayor de 25
1899,27,masculino,Hualpén,65,84,84,78,mayor de 25
1900,26,prefiero no decirlo,Lota,33,84,5,41,mayor de 25
1901,27,femenino,San Pedro,51,35,87,58,mayor de 25
1902,23,prefiero no decirlo,Concepción,86,25,18,43,menor a 25
1903,18,masculino,Tomé,30,87,23,47,menor a 25
1904,20,masculino,Lota,10,71,31,37,menor a 25
1905,21,femenino,Coronel,19,93,37,50,menor a 25
1906,20,masculino,Coronel,88,57,55,67,menor a 25
1907,28,masculino,San Pedro,71,47,12,43,mayor de 25
1908,25,masculino,Coronel,80,70,19,56,menor a 25
1909,27,femenino,Lota,20,68,93,60,mayor de 25
1910,29,prefiero no decirlo,Coronel,15,95,9,40,mayor de 25
1911,25,masculino,Lota,52,40,58,50,menor a 25
1912,24,masculino,Arauco,98,12,68,59,menor a 25
1913,20,prefiero no decirlo,Arauco,66,42,99,69,menor a 25
1914,20,femenino,Lota,42,14,52,36,menor a 25
1915,25,masculino,Lota,22,20,63,35,menor a 25
1916,20,femenino,Coronel,22,2,98,41,menor a 25
1917,25,femenino,Penco,92,38,21,50,menor a 25
1918,25,femenino,Tomé,69,86,55,70,menor a 25
1919,25,femenino,Coronel,39,23,95,52,menor a 25
1920,27,masculino,Tomé,62,63,70,65,mayor de 25
1921,20,femenino,San Pedro,5,68,65,46,menor a 25
1922,24,masculino,Coronel,74,34,3,37,menor a 25
1923,23,masculino,San Pedro,22,4,68,31,menor a 25
1924,18,masculino,Coronel,94,63,72,76,menor a 25
1925,29,femenino,Hualpén,91,69,42,67,mayor de 25
1926,26,masculino,San Pedro,14,47,30,30,mayor de 25
1927,26,masculino,Tomé,46,81,61,63,mayor de 25
1928,29,masculino,Concepción,90,89,87,89,mayor de 25
1929,21,femenino,Coronel,87,58,78,74,menor a 25
1930,20,masculino,Coronel,63,8,41,37,menor a 25
1931,27,femenino,Penco,83,59,59,67,mayor de 25
1932,23,prefiero no decirlo,San Pedro,80,13,81,58,menor a 25
1933,25,femenino,Lota,22,93,56,57,menor a 25
1934,28,prefiero no decirlo,Penco,13,52,22,29,mayor de 25
1935,23,masculino,Tomé,94,14,82,63,menor a 25
1936,21,prefiero no decirlo,Lota,32,53,35,40,menor a 25
1937,23,masculino,Arauco,78,61,2,47,menor a 25
1938,18,femenino,San Pedro,93,97,44,78,menor a 25
1939,25,masculino,Lota,21,47,57,42,menor a 25
1940,20,prefiero no decirlo,Hualpén,51,26,87,55,menor a 25
1941,19,prefiero no decirlo,Arauco,31,53,97,60,menor a 25
1942,23,femenino,Tomé,92,46,59,66,menor a 25
1943,19,femenino,Arauco,48,2,95,48,menor a 25
1944,18,prefiero no decirlo,Hualpén,58,52,42,51,menor a 25
1945,28,femenino,Hualpén,97,64,48,70,mayor de 25
1946,23,prefiero no decirlo,Penco,16,51,60,42,menor a 25
1947,21,prefiero no decirlo,Arauco,13,30,79,41,menor a 25
1948,26,femenino,Lota,65,31,32,43,mayor de 25
1949,23,femenino,San Pedro,51,95,32,59,menor a 25
1950,25,prefiero no decirlo,Concepción,71,13,90,58,menor a 25
1951,21,masculino,Hualpén,5,72,23,33,menor a 25
1952,29,prefiero no decirlo,Lota,29,29,51,36,mayor de 25
1953,21,femenino,Tomé,57,56,13,42,menor a 25
1954,27,masculino,Coronel,28,52,83,54,mayor de 25
1955,21,masculino,Lota,28,14,70,37,menor a 25
1956,19,femenino,Lota,52,56,36,48,menor a 25
1957,22,masculino,Hualpén,4,56,13,24,menor a 25
1958,26,femenino,Arauco,25,19,81,42,mayor de 25
1959,25,femenino,Coronel,55,34,97,62,menor a 25
1960,24,prefiero no decirlo,Coronel,27,19,16,21,menor a 25
1961,19,prefiero no decirlo,Concepción,70,26,71,56,menor a 25
1962,21,prefiero no decirlo,Tomé,9,95,79,61,menor a 25
1963,20,masculino,Concepción,61,69,31,54,menor a 25
1964,29,masculino,Concepción,43,86,19,49,mayor de 25
1965,27,prefiero no decirlo,Penco,91,78,4,58,mayor de 25
1966,22,femenino,Penco,73,37,34,48,menor a 25
1967,29,prefiero no decirlo,San Pedro,94,88,54,79,mayor de 25
1968,23,masculino,Penco,80,65,64,70,menor a 25
1969,19,femenino,Concepción,12,33,63,36,menor a 25
1970,26,femenino,Penco,10,29,33,24,mayor de 25
1971,20,femenino,Hualpén,39,15,98,51,menor a 25
1972,21,femenino,Lota,81,41,70,64,menor a 25
1973,22,prefiero no decirlo,Arauco,71,72,80,74,menor a 25
1974,19,prefiero no decirlo,Tomé,31,43,40,38,menor a 25
1975,22,masculino,Lota,50,50,36,45,menor a 25
1976,20,masculino,Hualpén,81,27,76,61,menor a 25
1977,18,prefiero no decirlo,San Pedro,96,69,15,60,menor a 25
1978,27,femenino,Penco,30,96,24,50,mayor de 25
1979,20,prefiero no decirlo,Penco,43,44,48,45,menor a 25
1980,26,masculino,Tomé,14,82,59,52,mayor de 25
1981,24,femenino,Concepción,74,48,42,55,menor a 25
1982,28,masculino,Arauco,82,3,43,43,mayor de 25
1983,26,prefiero no decirlo,Hualpén,73,61,61,65,mayor de 25
1984,18,femenino,Hualpén,66,73,20,53,menor a 25
1985,21,prefiero no decirlo,Arauco,41,37,44,41,menor a 25
1986,19,femenino,San Pedro,50,51,16,39,menor a 25
1987,22,masculino,San Pedro,64,29,11,35,menor a 25
1988,26,prefiero no decirlo,Tomé,71,87,82,80,mayor de 25
1989,24,prefiero no decirlo,Tomé,38,59,18,38,menor a 25
1990,29,prefiero no decirlo,San Pedro,45,37,84,55,mayor de 25
1991,26,femenino,Tomé,35,30,27,31,mayor de 25
1992,28,prefiero no decirlo,Arauco,46,19,72,46,mayor de 25
1993,18,prefiero no decirlo,Tomé,45,68,52,55,menor a 25
1994,23,masculino,Concepción,9,94,11,38,menor a 25
1995,19,masculino,Hualpén,26,66,58,50,menor a 25
1996,19,masculino,Lota,9,86,77,57,menor a 25
1997,24,femenino,Tomé,21,70,40,44,menor a 25
1998,21,femenino,Lota,19,87,80,62,menor a 25
1999,29,prefiero no decirlo,Concepción,4,49,42,32,mayor de 25
2000,25,prefiero no decirlo,Hualpén,59,5,54,39,menor a 25
2001,22,masculino,Concepción,90,7,2,33,menor a 25
2002,23,prefiero no decirlo,Coronel,21,7,91,40,menor a 25
2003,21,prefiero no decirlo,Penco,73,69,72,71,menor a 25
2004,20,femenino,Hualpén,57,24,73,51,menor a 25
2005,21,prefiero no decirlo,Hualpén,56,30,79,55,menor a 25
2006,23,femenino,San Pedro,72,64,43,60,menor a 25
2007,29,prefiero no decirlo,Concepción,4,66,13,28,mayor de 25
2008,19,masculino,Lota,83,14,80,59,menor a 25
2009,27,prefiero no decirlo,Lota,56,63,52,57,mayor de 25
2010,24,prefiero no decirlo,San Pedro,22,92,51,55,menor a 25
2011,22,prefiero no decirlo,Tomé,76,11,43,43,menor a 25
2012,19,femenino,Tomé,57,17,18,31,menor a 25
2013,20,prefiero no decirlo,Coronel,90,70,56,72,menor a 25
2014,24,prefiero no decirlo,Hualpén,79,30,67,59,menor a 25
2015,23,masculino,Lota,13,4,29,15,menor a 25
2016,24,femenino,Concepción,96,40,2,46,menor a 25
2017,21,masculino,Hualpén,90,92,23,68,menor a 25
2018,22,prefiero no decirlo,Tomé,54,56,21,44,menor a 25
2019,25,masculino,Concepción,93,85,15,64,menor a 25
2020,29,masculino,Tomé,82,29,74,62,mayor de 25
2021,21,prefiero no decirlo,Lota,40,48,30,39,menor a 25
2022,26,femenino,Concepción,86,45,37,56,mayor de 25
2023,25,masculino,Arauco,39,24,16,26,menor a 25
2024,19,prefiero no decirlo,Concepción,69,49,41,53,menor a 25
2025,27,masculino,Coronel,72,52,78,67,mayor de 25
2026,19,masculino,Concepción,92,28,81,67,menor a 25
2027,19,masculino,Tomé,19,28,86,44,menor a 25
2028,24,femenino,Hualpén,66,56,67,63,menor a 25
2029,28,masculino,Coronel,59,67,89,72,mayor de 25
2030,27,femenino,Arauco,48,62,1,37,mayor de 25
2031,27,femenino,Coronel,48,81,58,62,mayor de 25
2032,29,prefiero no decirlo,San Pedro,89,98,66,84,mayor de 25
2033,19,prefiero no decirlo,Tomé,43,73,99,72,menor a 25
2034,28,masculino,Penco,32,69,9,37,mayor de 25
2035,23,prefiero no decirlo,Lota,33,5,70,36,menor a 25
2036,24,masculino,Tomé,45,68,59,57,menor a 25
2037,19,prefiero no decirlo,Penco,40,40,61,47,menor a 25
2038,24,masculino,Lota,39,50,9,33,menor a 25
2039,27,masculino,Coronel,30,45,11,29,mayor de 25
2040,20,masculino,Hualpén,2,64,4,23,menor a 25
2041,19,prefiero no decirlo,Arauco,29,3,26,19,menor a 25
2042,23,masculino,Lota,58,25,34,39,menor a 25
2043,22,femenino,Penco,80,13,17,37,menor a 25
2044,27,prefiero no decirlo,Penco,75,25,63,54,mayor de 25
2045,24,prefiero no decirlo,Concepción,34,17,79,43,menor a 25
2046,21,femenino,Lota,77,59,70,69,menor a 25
2047,29,femenino,Tomé,69,98,27,65,mayor de 25
2048,26,masculino,Lota,86,93,5,61,mayor de 25
2049,29,prefiero no decirlo,Lota,75,12,3,30,mayor de 25
2050,20,prefiero no decirlo,Tomé,58,10,55,41,menor a 25
2051,23,prefiero no decirlo,Arauco,18,61,70,50,menor a 25
2052,29,prefiero no decirlo,Lota,25,75,45,48,mayor de 25
2053,19,masculino,Tomé,96,61,43,67,menor a 25
2054,24,femenino,Hualpén,15,67,2,28,menor a 25
2055,25,prefiero no decirlo,Hualpén,28,94,67,63,menor a 25
2056,23,masculino,Tomé,75,29,45,50,menor a 25
2057,21,femenino,Penco,5,82,11,33,menor a 25
2058,26,masculino,San Pedro,87,95,85,89,mayor de 25
2059,26,femenino,Penco,60,45,74,60,mayor de 25
2060,23,prefiero no decirlo,San Pedro,38,13,55,35,menor a 25
2061,22,femenino,Tomé,41,92,86,73,menor a 25
2062,18,masculino,Penco,76,89,90,85,menor a 25
2063,21,femenino,Lota,83,1,66,50,menor a 25
2064,20,prefiero no decirlo,San Pedro,45,37,3,28,menor a 25
2065,23,masculino,Coronel,40,7,62,36,menor a 25
2066,18,prefiero no decirlo,Arauco,65,60,2,42,menor a 25
2067,22,masculino,Arauco,16,45,28,30,menor a 25
2068,27,prefiero no decirlo,Penco,46,90,60,65,mayor de 25
2069,25,femenino,Arauco,41,91,2,45,menor a 25
2070,18,prefiero no decirlo,San Pedro,69,46,63,59,menor a 25
2071,27,masculino,San Pedro,16,89,14,40,mayor de 25
2072,18,prefiero no decirlo,Hualpén,67,74,78,73,menor a 25
2073,24,femenino,San Pedro,56,41,68,55,menor a 25
2074,26,masculino,Tomé,28,67,87,61,mayor de 25
2075,22,masculino,Penco,30,94,39,54,menor a 25
2076,21,masculino,Tomé,32,12,34,26,menor a 25
2077,24,femenino,Coronel,34,94,18,49,menor a 25
2078,20,masculino,Coronel,4,99,49,51,menor a 25
2079,22,prefiero no decirlo,Hualpén,38,79,51,56,menor a 25
2080,29,masculino,Arauco,59,98,60,72,mayor de 25
2081,28,masculino,Coronel,61,88,86,78,mayor de 25
2082,25,masculino,Coronel,66,39,6,37,menor a 25
2083,21,prefiero no decirlo,San Pedro,18,7,20,15,menor a 25
2084,27,prefiero no decirlo,Hualpén,78,50,4,44,mayor de 25
2085,25,masculino,Arauco,26,13,85,41,menor a 25
2086,25,femenino,Arauco,15,73,36,41,menor a 25
2087,20,masculino,Hualpén,56,28,28,37,menor a 25
2088,27,masculino,Concepción,7,3,26,12,mayor de 25
2089,28,masculino,Lota,35,82,62,60,mayor de 25
2090,22,prefiero no decirlo,Lota,29,88,90,69,menor a 25
2091,22,masculino,Tomé,77,19,32,43,menor a 25
2092,22,masculino,Penco,78,43,48,56,menor a 25
2093,29,femenino,Penco,62,64,88,71,mayor de 25
2094,24,masculino,Lota,57,85,6,49,menor a 25
2095,26,masculino,Penco,19,57,66,47,mayor de 25
2096,19,masculino,Hualpén,20,4,19,14,menor a 25
2097,29,masculino,Penco,7,58,99,55,mayor de 25
2098,26,prefiero no decirlo,Concepción,85,39,83,69,mayor de 25
2099,19,femenino,Lota,19,59,53,44,menor a 25
2100,26,masculino,Hualpén,16,44,15,25,mayor de 25
2101,27,masculino,Lota,23,43,81,49,mayor de 25
2102,18,masculino,Arauco,85,63,61,70,menor a 25
2103,18,prefiero no decirlo,Arauco,50,1,22,24,menor a 25
2104,27,prefiero no decirlo,Tomé,98,82,32,71,mayor de 25
2105,24,femenino,Coronel,6,51,79,45,menor a 25
2106,27,prefiero no decirlo,Penco,8,55,78,47,mayor de 25
2107,21,prefiero no decirlo,Lota,77,87,40,68,menor a 25
2108,26,femenino,Concepción,48,69,87,68,mayor de 25
2109,28,prefiero no decirlo,Penco,64,80,72,72,mayor de 25
2110,20,prefiero no decirlo,Penco,92,74,93,86,menor a 25
2111,21,masculino,Tomé,34,45,61,47,menor a 25
2112,22,prefiero no decirlo,Concepción,41,39,38,39,menor a 25
2113,27,femenino,San Pedro,6,83,40,43,mayor de 25
2114,28,femenino,Lota,26,1,51,26,mayor de 25
2115,28,femenino,Tomé,61,30,99,63,mayor de 25
2116,24,masculino,Coronel,19,24,66,36,menor a 25
2117,24,masculino,Tomé,63,24,27,38,menor a 25
2118,29,femenino,Hualpén,42,76,65,61,mayor de 25
2119,29,prefiero no decirlo,Lota,28,66,98,64,mayor de 25
2120,21,masculino,Coronel,47,28,28,34,menor a 25
2121,28,femenino,Concepción,56,75,96,76,mayor de 25
2122,19,femenino,Tomé,23,30,45,33,menor a 25
2123,29,femenino,San Pedro,29,25,31,28,mayor de 25
2124,21,masculino,Arauco,66,30,29,42,menor a 25
2125,22,prefiero no decirlo,Lota,77,82,88,82,menor a 25
2126,26,femenino,Tomé,71,48,5,41,mayor de 25
2127,18,prefiero no decirlo,Coronel,66,29,35,43,menor a 25
2128,29,masculino,Arauco,6,26,37,23,mayor de 25
2129,20,prefiero no decirlo,Coronel,62,25,86,58,menor a 25
2130,29,prefiero no decirlo,Tomé,60,25,28,38,mayor de 25
2131,18,femenino,Arauco,96,41,90,76,menor a 25
2132,19,masculino,Arauco,70,59,62,64,menor a 25
2133,28,prefiero no decirlo,Tomé,76,69,61,69,mayor de 25
2134,19,femenino,Arauco,60,69,79,69,menor a 25
2135,21,femenino,Tomé,52,62,61,58,menor a 25
2136,19,masculino,Coronel,31,4,8,14,menor a 25
2137,18,femenino,Arauco,48,54,42,48,menor a 25
2138,24,femenino,Tomé,94,97,18,70,menor a 25
2139,21,masculino,Coronel,37,92,50,60,menor a 25
2140,24,prefiero no decirlo,San Pedro,52,62,97,70,menor a 25
2141,21,masculino,Coronel,44,86,42,57,menor a 25
2142,18,femenino,Lota,93,54,55,67,menor a 25
2143,28,prefiero no decirlo,San Pedro,29,60,29,39,mayor de 25
2144,21,masculino,Penco,80,84,99,88,menor a 25
2145,19,femenino,Concepción,12,53,1,22,menor a 25
2146,27,masculino,Penco,79,53,70,67,mayor de 25
2147,24,femenino,Lota,24,91,38,51,menor a 25
2148,28,femenino,Lota,1,68,54,41,mayor de 25
2149,27,prefiero no decirlo,Tomé,74,20,9,34,mayor de 25
2150,23,prefiero no decirlo,Hualpén,26,30,51,36,menor a 25
2151,23,prefiero no decirlo,San Pedro,93,31,11,45,menor a 25
2152,28,masculino,Arauco,30,39,3,24,mayor de 25
2153,22,prefiero no decirlo,San Pedro,25,9,14,16,menor a 25
2154,26,masculino,Lota,33,21,94,49,mayor de 25
2155,24,prefiero no decirlo,Penco,17,15,7,13,menor a 25
2156,22,prefiero no decirlo,San Pedro,57,18,92,56,menor a 25
2157,26,masculino,Tomé,9,1,47,19,mayor de 25
2158,23,prefiero no decirlo,Coronel,15,21,20,19,menor a 25
2159,23,masculino,Hualpén,61,71,14,49,menor a 25
2160,21,prefiero no decirlo,Concepción,25,84,83,64,menor a 25
2161,27,prefiero no decirlo,Penco,19,65,2,29,mayor de 25
2162,26,prefiero no decirlo,Lota,91,57,24,57,mayor de 25
2163,19,femenino,Arauco,97,67,86,83,menor a 25
2164,21,masculino,Penco,78,8,15,34,menor a 25
2165,18,prefiero no decirlo,Hualpén,90,25,66,60,menor a 25
2166,21,masculino,San Pedro,41,86,70,66,menor a 25
2167,21,prefiero no decirlo,San Pedro,85,70,99,85,menor a 25
2168,23,masculino,Concepción,96,49,75,73,menor a 25
2169,22,masculino,Penco,85,4,56,48,menor a 25
2170,25,prefiero no decirlo,Penco,65,34,75,58,menor a 25
2171,24,masculino,Arauco,48,24,18,30,menor a 25
2172,27,masculino,Tomé,33,39,72,48,mayor de 25
2173,26,prefiero no decirlo,Penco,10,88,57,52,mayor de 25
2174,21,prefiero no decirlo,Tomé,85,42,26,51,menor a 25
2175,29,masculino,Concepción,12,58,20,30,mayor de 25
2176,29,prefiero no decirlo,Tomé,62,98,10,57,mayor de 25
2177,28,prefiero no decirlo,Concepción,59,61,63,61,mayor de 25
2178,23,masculino,San Pedro,47,11,34,31,menor a 25
2179,23,masculino,Concepción,91,38,22,50,menor a 25
2180,27,prefiero no decirlo,Tomé,39,22,88,50,mayor de 25
2181,18,femenino,San Pedro,17,76,42,45,menor a 25
2182,29,masculino,Hualpén,15,64,71,50,mayor de 25
2183,19,femenino,Lota,1,55,99,52,menor a 25
2184,29,prefiero no decirlo,Lota,43,64,16,41,mayor de 25
2185,22,masculino,Tomé,17,99,48,55,menor a 25
2186,22,femenino,San Pedro,44,22,33,33,menor a 25
2187,26,masculino,Coronel,14,90,1,35,mayor de 25
2188,22,prefiero no decirlo,Arauco,16,14,68,33,menor a 25
2189,27,masculino,Tomé,55,15,84,51,mayor de 25
2190,24,femenino,Hualpén,79,27,99,68,menor a 25
2191,23,masculino,Penco,59,56,85,67,menor a 25
2192,19,femenino,Penco,92,41,55,63,menor a 25
2193,25,masculino,Arauco,29,9,44,27,menor a 25
2194,28,prefiero no decirlo,Concepción,42,49,63,51,mayor de 25
2195,28,prefiero no decirlo,Lota,97,51,98,82,mayor de 25
2196,21,masculino,Lota,12,90,25,42,menor a 25
2197,18,masculino,Coronel,32,17,34,28,menor a 25
2198,27,masculino,Hualpén,32,42,97,57,mayor de 25
2199,24,femenino,Arauco,73,99,10,61,menor a 25
2200,20,femenino,Hualpén,43,36,65,48,menor a 25
2201,21,masculino,Penco,26,89,90,68,menor a 25
2202,29,prefiero no decirlo,Lota,9,70,62,47,mayor de 25
2203,22,femenino,Concepción,12,74,50,45,menor a 25
2204,28,femenino,Tomé,38,92,46,59,mayor de 25
2205,27,prefiero no decirlo,Coronel,46,35,59,47,mayor de 25
2206,25,prefiero no decirlo,Lota,61,56,26,48,menor a 25
2207,18,femenino,Concepción,92,40,78,70,menor a 25
2208,23,femenino,Arauco,39,94,74,69,menor a 25
2209,20,femenino,Tomé,77,14,5,32,menor a 25
2210,28,femenino,Arauco,84,94,1,60,mayor de 25
2211,18,femenino,Coronel,5,6,6,6,menor a 25
2212,26,prefiero no decirlo,Coronel,46,4,22,24,mayor de 25
2213,27,prefiero no decirlo,Penco,17,36,89,47,mayor de 25
2214,24,prefiero no decirlo,Tomé,87,92,7,62,menor a 25
2215,23,masculino,Penco,11,53,96,53,menor a 25
2216,18,prefiero no decirlo,Tomé,28,12,26,22,menor a 25
2217,19,masculino,Concepción,68,67,41,59,menor a 25
2218,26,prefiero no decirlo,Coronel,58,58,11,42,mayor de 25
2219,21,femenino,Tomé,1,35,60,32,menor a 25
2220,27,prefiero no decirlo,Lota,43,78,89,70,mayor de 25
2221,18,prefiero no decirlo,Arauco,95,58,54,69,menor a 25
2222,24,prefiero no decirlo,San Pedro,88,30,34,51,menor a 25
2223,24,masculino,Concepción,2,53,82,46,menor a 25
2224,23,prefiero no decirlo,Hualpén,54,76,93,74,menor a 25
2225,24,prefiero no decirlo,San Pedro,35,25,89,50,menor a 25
2226,26,femenino,Tomé,51,21,69,47,mayor de 25
2227,22,femenino,San Pedro,89,79,89,86,menor a 25
2228,27,prefiero no decirlo,Hualpén,68,11,10,30,mayor de 25
2229,18,masculino,Arauco,43,59,61,54,menor a 25
2230,28,prefiero no decirlo,Concepción,32,8,16,19,mayor de 25
2231,26,masculino,Coronel,99,8,62,56,mayor de 25
2232,24,femenino,Coronel,95,48,37,60,menor a 25
2233,18,masculino,Lota,35,28,45,36,menor a 25
2234,28,femenino,Tomé,96,26,64,62,mayor de 25
2235,28,femenino,San Pedro,18,57,82,52,mayor de 25
2236,27,masculino,Penco,4,52,99,52,mayor de 25
2237,27,masculino,San Pedro,84,15,66,55,mayor de 25
2238,25,masculino,Concepción,93,22,68,61,menor a 25
2239,28,prefiero no decirlo,Tomé,94,23,22,46,mayor de 25
2240,21,femenino,Lota,23,59,53,45,menor a 25
2241,23,prefiero no decirlo,Tomé,44,22,55,40,menor a 25
2242,18,prefiero no decirlo,Arauco,80,61,54,65,menor a 25
2243,28,femenino,Tomé,68,99,72,80,mayor de 25
2244,28,femenino,Coronel,26,21,54,34,mayor de 25
2245,21,masculino,San Pedro,16,19,91,42,menor a 25
2246,18,femenino,Arauco,25,1,90,39,menor a 25
2247,25,femenino,San Pedro,30,17,49,32,menor a 25
2248,27,prefiero no decirlo,Hualpén,5,52,44,34,mayor de 25
2249,23,femenino,San Pedro,31,23,95,50,menor a 25
2250,22,masculino,Tomé,5,43,18,22,menor a 25
